,angle,angle_speed,AccZ,brake,GyroY,GyroZ,Timestamp,
1319,-0.035986423,0.5330645,-1.499918,-0.1470658,-0.09712757,-0.011071933,3582430,0
2203,-1.7836491,-0.8337549,0.10577297,-0.008399397,-0.05375614,0.1043816,3582907,0
836,-0.7623832,-0.43211946,1.7195873,0.008093964,-0.014660766,-0.003130684,3582080,2
2394,-0.11173558,-0.113221854,-0.5654888,0.011148291,0.05681047,0.1288162,3583088,1
512,0.19444942,-0.007725552,0.8419733,0.029474247,-0.005497787,-0.025121834,3581905,2
2855,1.3845072,0.6212728,-0.5878267,-0.04932737,-0.09896017,-7.64E-05,3583366,1
1598,0.68215156,1.6600075,0.9427109,-0.07803804,-0.043982297,0.12331842,3582581,0
2263,-1.2528998,0.12366417,0.2981186,0.028863383,-0.08857546,0.070173144,3582940,0
2947,1.3335323,0.5787545,0.085679054,-0.019394971,0.08674286,-0.19799669,3583416,1
1803,0.03327632,0.11367929,0.3352871,0.013591751,-0.06841691,0.05551238,3582691,0
1832,-0.13472211,-0.2884462,1.1286888,0.001374447,-0.01160644,0.065897085,3582707,0
1202,-0.14744043,0.042525113,0.12718773,0.017256944,-0.003054326,0.07506007,3582367,0
1184,-1.9819994,-0.6389271,0.929656,0.020922136,0.021380283,0.48006374,3582268,2
664,1.505762,-0.2035577,-1.0935163,0.02397646,0.105068825,-0.05138904,3581988,2
2850,-0.989751,0.6028991,0.6196594,-0.04932737,-0.09101892,-0.042836927,3583363,1
1446,-0.84406805,0.52169704,-0.052506447,-0.08903361,0.01282817,-0.2578615,3582499,0
1525,-0.2013303,0.36313686,0.19981289,0.011759156,0.01160644,-0.006185011,3582541,0
427,-0.3742988,-0.6746378,0.48809624,-0.07620544,0.01160644,-0.027565295,3581860,2
40,1.0180122,0.70333594,-0.9524183,0.031306844,-0.06414085,0.031077769,3581651,2
911,-1.1233793,-0.67834413,0.13965702,0.013591751,0.105068825,-0.00496328,3582121,2
3036,0.21852481,-0.93778944,-1.1455612,-0.010842858,-0.039095376,0.021303926,3583464,1
2076,2.4297712,1.4491104,0.6129303,0.013591751,0,-0.055665094,3582839,0
1643,-0.18902373,-1.0022085,-0.16086292,0.025809057,0.012217305,0.04024075,3582605,0
2839,-0.8897952,-0.20223069,0.30615425,0.094225965,0.14905111,0.006643159,3583328,1
1038,0.11077726,0.558607,-1.0573921,0.042913284,-0.12034045,0.11415544,3582190,2
941,-1.7185764,-0.21150875,-1.0614395,-0.03772093,-0.031154128,0.14775303,3582137,2
467,-0.058419347,-0.40330976,-0.83809376,0.030085113,0.18081611,0.04085161,3581881,2
3437,0.090630054,-0.7744148,0.662549,-0.001069014,-0.1160644,-0.08865182,3583680,1
3507,1.2434365,0.29062033,-1.4532452,0.030695979,0.05009095,-0.09292787,3583718,1
1140,0.42384624,0.18572775,0.9901457,0.034972034,0.0421497,-0.009239337,3582245,2
3171,-0.21322012,0.44031784,0.3931408,0.05390886,-0.108123146,-0.03306308,3583537,1
777,0.69153607,0.4618103,-0.8381233,0.020922136,-0.047647487,-0.063606344,3582049,2
3231,0.67176485,-0.17231,0.009074211,-0.020005837,0.039095376,-0.024510968,3583569,1
3614,0.09810662,-0.5616598,-1.3345423,-0.006566802,0.27183503,-0.009239337,3583776,1
2008,-0.3232479,0.44828868,1.0558805,-0.019394971,0.056199603,0.05795584,3582802,0
1254,-0.82311094,1.4953158,-0.7472677,0.044745877,-0.08674286,0.08055785,3582395,0
659,0.5108726,0.43023238,-0.25705528,-0.015118915,-0.054367006,-0.026343564,3581985,2
2150,-0.3479824,-0.3816329,-0.686553,-0.08781188,-0.09285152,0.004199699,3582879,0
1081,-0.021017909,0.14100179,0.07687855,0.041080687,-0.13805555,0.05673411,3582213,2
2550,0.17387342,0.15814552,-0.4426508,-0.012675454,-0.009773844,-0.02939789,3583172,1
806,-0.16548514,0.459767,-0.5085716,0.020922136,-0.1001819,-0.025121834,3582064,2
3112,-0.991776,-0.15935415,0.52378654,0.03863723,-0.004886922,-0.012904529,3583505,1
1984,-0.24356604,0.29847386,0.12649918,0.04230242,0.043982297,0.024358252,3582789,0
144,-0.5883533,-0.9125505,0.21210575,0.06001751,-0.13316862,-0.031230485,3581707,2
675,-0.5857099,-1.6328287,0.092811584,0.008093964,-0.080634214,-0.008628472,3581994,2
161,-1.0269365,-0.109438896,0.23638153,0.051465396,-0.03481932,0.071394876,3581716,2
2006,-0.005507231,-1.0174608,0.8578186,0.001374447,-0.021991149,-0.001908954,3582801,0
3312,-0.04930854,0.3658815,-0.16684914,0.003207043,0.021991149,0.021303926,3583613,1
67,-2.3862872,-1.1911907,1.1060066,0.09483683,0.019547688,0.06650795,3581665,2
1732,-1.0893967,-0.21845722,0.6778145,-0.009010263,0.002443461,0.028023442,3582653,0
3215,-1.0237617,-0.2668159,-0.10782623,-0.06093381,0.015882496,0.042073343,3583560,1
1002,-0.68196464,-0.5489793,0.7821474,0.002596177,-0.081855945,-0.025732698,3582170,2
3605,0.3494513,-0.9742705,-0.4728403,-0.020616703,0.03481932,0.00786489,3583771,1
2886,0.18312299,-0.22188862,0.17617607,-0.005955936,0.028710667,-0.011682798,3583383,1
2670,-0.13231921,-0.27023065,-0.43042564,0.041691553,-0.026267206,0.021914791,3583237,1
1666,-0.29943419,-0.30557072,-0.27966022,0.0759,-0.02687807,-0.004352415,3582617,0
711,1.1042683,-0.26806283,-0.005199432,-0.033444874,-0.13255776,0.05795584,3582013,2
770,1.8904705,2.2008758,0.9779663,0.015424348,-0.026267206,-0.014737124,3582045,2
3625,-0.550519,-0.24971616,-0.022238731,-0.001679879,-0.000610865,-0.03306308,3583782,1
273,-0.07703292,-0.29111025,-0.104579926,0.008093964,0.16737708,0.0182496,3581776,2
2916,-0.45075643,0.64729166,-0.10791588,0.025198191,-0.09590584,-0.025121834,3583399,1
734,-0.2045176,-0.64454436,0.71335506,0.03924809,0.16126843,0.03352123,3582025,2
2230,-0.26541293,-0.3139358,-0.61732864,0.005039638,-0.13316862,0.0182496,3582922,0
2153,-0.14828277,-0.28935236,0.9191227,-0.043829583,0.43676865,0.08666651,3582880,0
268,0.73912287,0.43837807,0.19689083,0.022143865,0.001832596,0.02313652,3581774,2
2414,-1.8875022,-0.82485175,-0.58902645,-0.05177083,-0.019547688,0.16363552,3583099,1
508,-1.2345526,0.23546207,-0.123518944,0.044745877,0.044593163,-0.01779145,3581903,2
2971,0.13171577,-0.07259339,0.08702278,0.007483099,0.03848451,-7.64E-05,3583429,1
3245,0.4999566,0.04252112,0.9877014,-0.11285736,-0.23762658,-0.004352415,3583577,1
1716,0.9820632,2.1166425,1.0697994,-0.024892759,-0.023823744,0.001756238,3582644,0
880,0.18507719,0.5494617,-0.1304617,-0.006566802,-0.017715093,-0.00374155,3582104,2
3219,-1.0210512,-0.05620891,-0.12744522,-0.020616703,-0.226631,-0.02695443,3583563,1
1104,0.27685142,1.1094775,0.23948956,-0.017562376,0.021380283,0.015806139,3582225,2
568,-0.20211792,-1.3634696,0.6128807,-0.012064588,-0.001221731,0.18012889,3581936,2
146,0.099351406,-0.3889095,-1.0395012,0.10094548,-0.006108652,-0.020845776,3581708,2
3038,0.735793,0.84801775,0.5569706,-0.062155537,0.013439035,0.010919216,3583465,1
1718,0.53433204,-0.2237308,1.7918491,-0.04627304,-0.023823744,-0.008628472,3582645,0
2341,-1.5510405,-0.36908364,0.7171593,-0.10308351,-0.17898351,0.08422305,3583059,1
2284,0.8358302,0.44853288,-0.2604437,-0.011453724,-0.064751714,-0.24381159,3582951,0
3020,0.8732363,-0.5657294,0.40708828,0.031306844,0.096516706,0.04757113,3583455,1
1954,0.9123528,-0.7151752,-1.1253033,-0.16050485,0.30726522,0.03596469,3582773,0
2033,0.16671729,0.003632948,0.09576416,0.008093964,0.27916542,0.02985604,3582816,0
1872,3.0449154,0.29576588,-0.32371807,-0.07437284,-0.26145032,-0.14301883,3582729,0
1490,-0.62998724,-0.8365323,-1.6980171,0.09666943,-0.108123146,-0.062384613,3582522,0
934,-0.8237213,-0.1829179,0.70534706,-0.03283401,-0.092240654,-0.006185011,3582133,2
3298,0.64091015,-0.29124877,-0.153368,-0.001069014,-0.001832596,-0.058108557,3583605,1
3217,-0.88617855,0.53068537,-0.94085693,-0.017562376,-0.006719518,-0.000687223,3583561,1
1195,-0.8206722,2.5565991,-0.61759853,-0.031612277,-0.86559606,-0.96218914,3582274,2
2832,1.0588014,-0.067665696,-0.36202717,0.045356743,-0.051923547,-0.02695443,3583324,1
3581,-0.062223196,-0.0735113,-0.060634613,-0.004734206,0.001832596,0.00786489,3583758,1
2448,-0.3617869,-0.3670845,0.6612091,0.09117164,-0.045814894,0.061010167,3583117,1
3403,-0.750553,-0.3856169,-0.06714249,0.06612616,-0.021380283,-0.039171733,3583662,1
229,-0.44848144,0.6266706,-1.01122,0.012370021,-0.051923547,-0.039171733,3581753,2
514,-0.32233548,-0.7038464,1.8271141,0.05024367,-0.11362094,-0.031841353,3581907,2
875,-1.3314061,-0.6831166,0.52373505,0.009315695,0.03970624,0.027412578,3582102,2
125,0.2569821,-0.1243099,-0.49212742,-0.008399397,0.027488936,-0.10331258,3581697,2
51,1.0312804,0.72823286,0.1628828,-0.087201014,-0.02443461,0.065897085,3581657,2
619,0.036445856,-0.47728482,-0.59800434,-0.015118915,-0.07880162,0.022525655,3581963,2
2247,-0.45345402,-0.3963775,0.3194294,-0.04260785,-0.12522738,0.006032294,3582931,0
1899,-0.51662314,0.9040269,1.2160225,0.033750303,-0.03726278,-0.005574145,3582743,0
1286,1.9459128,-0.6871075,-1.5684175,-0.10797043,-0.056199603,-0.1698969,3582412,0
2531,0.37875438,0.634146,0.16078186,0.03436117,0.06414085,0.012140946,3583162,1
3354,1.169491,0.0571685,-0.54674435,-0.001069014,0.047036625,0.034132097,3583635,1
3587,-0.7426605,-0.87641776,0.36642742,-0.013897184,-0.15577064,-0.008628472,3583761,1
1306,-0.40862173,1.7014275,1.0650682,-0.015118915,0.03359759,0.117820635,3582423,0
3386,-0.80809957,0.08025837,-0.7560291,0.011759156,0.02565634,0.13309227,3583653,1
845,0.18511248,-0.23636219,-1.0988274,-0.009621128,-0.027488936,0.008475755,3582085,2
1186,0.015489757,-0.43333888,0.65505695,0.10827587,0.000610865,0.6309474,3582269,2
1985,-0.585853,0.05427289,0.37552834,0.030695979,0.12889257,0.02985604,3582790,0
3242,0.75247943,-0.5318037,-1.0117416,-0.029168816,-0.13683382,0.026801713,3583575,1
2455,-0.7071021,-0.7254167,0.5718317,0.019700404,0.051923547,0.004199699,3583121,1
1510,1.1046184,0.55082715,-0.033759117,0.056352317,-0.10140363,0.017027868,3582533,0
2206,-0.26526672,-0.6466679,-0.37948132,0.016035212,-0.014049901,0.1782963,3582909,0
1171,1.6566229,-0.79908437,-0.7770519,-0.059101213,-0.036651913,-0.17967074,3582261,2
2869,-0.5540085,-0.004008353,-0.46462727,0.047800206,0.07513642,0.025579982,3583374,1
166,-0.954956,0.87926555,1.0859556,0.005039638,-0.05131268,0.018860465,3581719,2
344,-0.11131048,0.3503166,-0.39005184,0.060628377,0.080634214,0.03901902,3581815,2
235,-0.1644237,0.11209062,-0.5674658,0.033750303,-0.015271631,-0.072158456,3581756,2
339,-0.34894216,-0.3824355,-0.023623466,-0.020616703,-0.043982297,-0.039171733,3581812,2
3540,0.06691718,-0.79523325,0.046351433,-0.021838432,-0.047036625,-0.022067508,3583736,1
2164,1.5011475,-0.7743424,-0.6390743,-0.07498371,0.13316862,0.024969118,3582886,0
1214,-0.69294643,-1.2386423,-0.025651932,0.061239243,-0.073303826,0.09277516,3582373,0
3367,0.12874973,-0.29726973,-0.53064156,-0.005345071,0.01038471,0.022525655,3583642,1
317,0.5629624,1.0313348,-0.34222698,-0.0627664,-0.034208454,0.00908662,3581800,2
2333,-0.4336443,-0.14790285,-0.32722473,0.12843442,0.000610865,0.1764637,3583055,1
500,-0.79241014,-0.4794762,-0.010928154,-0.08231409,-0.03359759,-0.023289237,3581899,2
1098,1.8747315,0.52831674,0.24671555,-0.04932737,0.092240654,-0.09903653,3582222,2
3115,-0.23037934,0.42466986,1.5649767,-0.038331795,0.095294975,0.023747386,3583506,1
3578,-0.20736909,0.8896328,0.20367432,-0.0364992,0.016493361,-0.010461068,3583756,1
1476,1.6964655,1.5538425,-0.74137306,-0.056046885,0.03970624,0.005421429,3582515,0
3498,-0.38610673,-0.040382504,-1.0716839,0.027641652,-0.015882496,0.061010167,3583713,1
3435,1.7543762,0.16053629,-0.9582758,0.09239337,0.006108652,-0.024510968,3583679,1
1818,-0.1512425,-0.1226386,-0.22110367,0.051465396,0.08857546,-0.010461068,3582699,0
2580,0.2539816,0.63453865,0.33338833,0.03191771,0.018325957,-0.011071933,3583188,1
232,-0.7502197,-0.25288218,-0.22727203,-0.07315111,0.07513642,-0.050778173,3581754,2
1821,0.15912509,0.2587824,-0.025512695,-0.072540246,-0.13255776,-0.20288362,3582701,0
2493,0.7283801,0.36735308,0.06679344,-0.09208794,-0.12156218,0.002367103,3583141,1
484,-1.5372773,-0.007200316,-0.8738785,0.001985312,0.009773844,0.07689266,3581890,2
605,1.4427435,-0.1261189,-1.7974648,-0.14523321,0.17104226,-0.45150578,3581956,2
239,0.36923146,0.13370782,0.36629963,-0.069485925,-0.058643065,0.002367103,3581758,2
3447,2.006847,1.4921095,4.0029535,0.06856962,-0.226631,-0.04589125,3583686,1
1897,0.16123104,1.1041489,0.7473049,0.06490443,-0.018325957,-0.011682798,3582742,0
2422,0.6791347,-0.5528246,0.88781166,-0.05665775,-0.096516706,-0.09720393,3583103,1
3017,-0.6976825,1.0565172,-0.068683624,0.001985312,0,-0.05505423,3583453,1
2884,0.3373705,-0.14523062,-0.7274723,0.046578474,-0.045814894,-0.024510968,3583382,1
914,-1.7316601,-0.95038414,-0.10813236,-0.04932737,-0.15577064,0.15325081,3582123,2
1856,-1.8746217,-1.9523187,1.775034,0.0777326,-0.3549127,0.09521862,3582720,0
3460,1.2803423,0.8217044,0.11509991,0.07223482,0.1020145,-0.006795876,3583693,1
700,-0.19991648,0.20212922,0.044683456,0.09666943,0.14355333,0.018860465,3582007,2
1305,0.8031792,1.449213,0.30187607,0.00870483,-0.050701816,0.097662084,3582422,0
2676,0.4303769,0.49024388,-0.3982315,0.027030786,0.014049901,-0.022067508,3583240,1
3552,0.027005553,0.6553015,0.46525478,-0.034055736,-0.025045475,0.054901514,3583742,1
2133,-1.6286794,0.20493037,-0.20401669,0.004428773,-0.035430185,0.064064495,3582870,0
3074,-0.5102387,0.046593964,0.063331604,0.033750303,0.035430185,0.071394876,3583484,1
1959,-0.47796,0.55618566,-0.58373547,0.006261369,-0.08979719,-0.025732698,3582776,0
2364,1.1046511,0.54356986,-0.033533096,-0.005955936,-0.037873644,0.004810564,3583072,1
2503,-0.87175417,-0.36005077,-0.90731525,0.004428773,0.018936822,0.001756238,3583147,1
2316,-0.3226254,-0.3462356,0.27464676,0.08017606,-0.013439035,0.33589953,3583046,1
2653,-0.7072048,-0.44990003,-0.038985252,0.011759156,-0.02565634,0.10315987,3583228,1
2383,0.96695447,-0.31499565,0.73401356,-0.010231993,0.022602014,0.028023442,3583082,1
2403,0.7310884,-0.000260405,1.120636,-0.11224649,0.020158553,-0.035506543,3583093,1
3325,-0.05548978,-0.7776899,0.005012512,0.028863383,0.16249016,0.03596469,3583620,1
2001,0.5718529,0.44821584,0.52609444,-0.000458149,-0.002443461,-0.040393464,3582798,0
3300,0.954026,0.15396242,-1.0500269,-0.013897184,-0.058643065,-0.12530373,3583606,1
279,0.30949104,0.32975072,0.5228138,-0.009010263,-0.004886922,-0.013515393,3581780,2
3090,0.39625168,-0.03778696,0.5006962,0.032528576,-0.10140363,-0.007406741,3583493,1
2542,-0.59548366,0.28454533,0.2595148,0.031306844,0.08552113,-0.033673946,3583168,1
606,1.4641161,0.7626747,-0.62368965,-0.076816306,0.014660766,-0.2822961,3581956,2
1830,-0.07964182,-1.2203465,-0.06390762,0.006872234,0.04520403,0.028023442,3582706,0
2370,0.13122737,-0.38069615,-1.1667528,-0.10308351,-0.20525073,-0.0397826,3583075,1
3049,0.39442968,-1.2886099,0.49661255,0.010537425,0.025045475,-0.014126259,3583471,1
3236,-0.17289877,0.5050972,0.92835045,-0.07376198,-0.05375614,0.001145372,3583572,1
1983,-0.20861888,-1.2249291,1.4171877,-0.01450805,0.03481932,-0.019013181,3582789,0
2976,0.21227956,0.101745546,-0.8646889,0.047800206,-0.10751228,0.20334177,3583431,1
3307,-0.011052609,0.82932,0.48289013,-0.04627304,0.009773844,0.000534507,3583610,1
837,-0.33733845,-0.31745636,-0.37869263,0.054519724,-0.0580322,-0.031230485,3582081,2
499,0.58627033,-0.41322398,0.7703209,-0.0627664,-0.0580322,-0.007406741,3581898,2
1488,-0.124697685,1.3492811,0.23179913,0.016035212,0.014660766,-0.011682798,3582521,0
47,-0.10930574,0.63884765,-0.6289568,0.05390886,-0.06169739,0.106214195,3581654,2
1213,-0.5127404,-0.96300614,0.5778246,-0.055436023,-0.064751714,0.010919216,3582373,0
14,0.16359544,0.47510707,0.006772995,0.005039638,-0.013439035,-0.06116288,3581637,2
925,-1.4542642,0.43722063,0.43524933,-0.05299256,-0.18325958,-0.014737124,3582129,2
3351,-0.39000344,0.10123232,-0.7534504,-0.000458149,-0.031154128,0.020082194,3583634,1
1829,-0.21645105,0.024738789,1.3960218,-0.002290745,-0.027488936,0.013973543,3582705,0
3161,-0.1527437,0.48721933,-0.42862797,-0.024281893,-0.093462385,0.020082194,3583531,1
549,0.8982495,0.028264463,-0.26040077,0.021533,0.014049901,0.32673654,3581925,2
908,-1.9554365,1.7916133,1.8051109,-0.001679879,-0.11178834,0.022525655,3582119,2
3238,-0.002811909,0.003700018,0.4955597,0.005650504,0.013439035,-0.005574145,3583573,1
3527,-0.34674263,1.4348986,0.880064,-0.024892759,-0.08674286,0.14775303,3583729,1
1699,-0.22082293,1.5953363,-0.34357262,0.029474247,-0.021380283,0.002977968,3582635,0
2313,0.26891437,-0.7614647,0.76237965,-0.04138612,0.15882497,-0.33177617,3583044,1
1927,0.117442966,0.30748764,3.237234,0.010537425,0.19181168,0.065897085,3582758,0
155,0.16520143,0.08641583,-0.1563015,-0.037110064,-0.015882496,0.010919216,3581713,2
2520,0.07868755,0.03856206,-0.19311333,0.037415497,0.043982297,0.048181996,3583156,1
1001,-0.5083375,0.42952737,-0.32301426,0.003207043,0.020158553,-0.011071933,3582170,2
971,0.012827158,-0.66252506,-1.0770645,-0.005955936,-0.03176499,-0.08315403,3582153,2
3378,0.33658457,0.9644717,0.27763748,0.04230242,0.089186326,-0.002519819,3583648,1
2009,0.6822312,-0.19784117,-0.5585995,0.006872234,-0.03359759,-0.03306308,3582803,0
576,-1.0740231,0.49058187,1.1653833,-0.00412334,-0.053145275,0.2570979,3581940,2
3535,-0.60901856,-0.12754649,-0.5341139,-0.07009678,-0.13439035,0.13125966,3583733,1
746,3.7569857,3.6508338,2.1107512,-0.003512475,-0.2443461,0.1379792,3582032,2
867,0.48609018,0.8804449,-3.5061235,0.07223482,-0.21930063,-0.6659195,3582097,2
1658,-1.9490403,-0.4390863,-0.7983837,-0.015118915,-0.003665192,0.06467536,3582613,0
1861,1.1215992,-0.49263585,-0.39384174,-0.079870634,-0.14294247,0.005421429,3582723,0
3376,0.9884007,1.0812707,0.46998978,0.025198191,0.049480084,0.004810564,3583647,1
790,0.83114886,-0.43093342,-2.008409,0.001985312,-0.25717425,-0.03733914,3582056,2
71,-0.66064614,0.47948244,1.7438354,-0.12690726,-0.12461651,0.15569428,3581667,2
2340,-0.14190257,0.3740467,0.22889996,0.14065172,0.06841691,0.19112447,3583059,1
3297,0.67198586,-0.041529983,-0.80520916,0.027641652,0.28955013,0.008475755,3583605,1
2381,-0.72296214,-0.16008684,0.32838917,-0.004734206,0.1142318,-0.13141239,3583081,1
1239,0.5455203,0.19482458,-0.65019226,-0.035888333,-0.026267206,0.029245174,3582387,0
2562,0.103682995,0.11754072,-0.45355034,-0.019394971,-0.018325957,-0.028176159,3583179,1
2759,-0.1222235,-0.34418514,0.4460945,-0.00290161,0.007941248,-0.010461068,3583285,1
83,-0.014435411,-0.950908,0.82091236,-0.08781188,-0.093462385,-0.033673946,3581674,2
3408,-0.19238615,0.12329984,-1.5198679,-0.04016439,0.021991149,-0.013515393,3583665,1
3406,-0.28554606,-0.07316622,0.7649317,0.00992656,-0.022602014,-0.025121834,3583664,1
3099,-0.61879003,-0.69236714,-0.907814,-0.018784106,-0.06719518,0.006032294,3583498,1
2959,-1.6471205,-1.9035966,-0.93895626,0.14248432,0.023823744,0.34261903,3583422,1
1579,-0.3274474,-0.6322697,-0.5939369,0.03436117,0,0.037797287,3582570,0
2,-0.5946599,-0.122409865,0.2205019,-0.019394971,-0.029321533,0.08788824,3581630,2
2691,-0.3586688,-0.31764418,-0.75909233,-0.059101213,-0.05681047,0.034742963,3583248,1
1915,-0.5370897,-0.30483514,-0.48490715,0.12843442,-0.054367006,0.001145372,3582752,0
2981,1.2153583,0.49189922,0.5821934,0.019700404,0.009162978,0.0762818,3583434,1
3526,-0.91020346,-0.525962,2.0258179,0.07467828,-0.043982297,0.15080735,3583728,1
1671,-0.8359933,1.8958783,0.92061806,-0.01695151,0.032375857,0.000534507,3582620,0
987,-0.7949834,-1.0536178,3.0327854,-0.04627304,-0.0720821,-0.054443367,3582162,2
2784,-0.65703094,1.0879571,-0.82602787,0.05207626,0.03970624,-0.006185011,3583298,1
2831,1.4501154,0.42461023,-3.652553,-0.043829583,0.006108652,-0.014737124,3583324,1
1018,0.39204073,1.676827,0.3252182,0.028252518,-0.015271631,-0.072158456,3582179,2
762,0.98566043,-0.15524942,1.4816561,-0.012675454,-0.17592919,-0.055665094,3582040,2
446,-0.6744447,-0.14493942,-0.5986061,-0.02977968,-0.1563815,-0.032452215,3581870,2
1060,1.5003293,-0.7748499,-0.15638256,0.022143865,-0.06536258,-0.07032586,3582201,2
2384,-0.8317312,-0.3456138,-0.7083454,0.071013086,-0.009773844,0.061621033,3583083,1
3267,-0.061066866,-0.8832753,0.5764971,-0.010231993,-0.021380283,-0.030008756,3583588,1
1161,0.55636644,1.094665,0.0680666,0.009315695,-0.02687807,-0.13263412,3582256,2
1681,1.0905092,2.1197202,-1.3275757,-0.004734206,-0.003054326,0.010919216,3582625,0
1789,1.0039254,-1.8955073,-1.1659269,0.113162786,0.3231477,0.49716794,3582684,0
2767,0.29401183,0.6284371,0.9561024,0.004428773,0.11301007,0.013973543,3583289,1
2885,1.2168854,0.47690278,-0.19045067,0.037415497,0.03481932,-0.031841353,3583382,1
1136,-0.5670364,-0.04540442,0.13901806,0.003817908,0.005497787,0.002367103,3582242,2
1165,1.1311717,0.7547516,-1.6180682,0.041691553,0.10995574,-0.10209085,3582258,2
3629,-0.71941996,-0.6988713,1.0629711,-0.054825157,-0.029932396,0.11415544,3583784,1
1709,1.0220585,0.15740901,-0.16590786,-0.01817324,-0.023823744,-0.028176159,3582641,0
744,0.35046136,-0.1214817,1.9397297,-0.17638734,-0.37507126,0.20395264,3582031,2
3517,-0.53817916,-0.87214756,-1.2782774,-0.037110064,-0.028710667,0.009697486,3583723,1
1238,1.4454429,0.08674666,0.6754675,-0.017562376,0.014660766,-0.048945576,3582386,0
1315,0.2713225,-2.100177,-7.143998,-0.057268616,-0.32620203,-0.22731823,3582428,0
283,-0.1801846,-0.3898878,-0.9060259,-0.087201014,-0.049480084,-0.006795876,3581782,2
258,0.43747294,-0.53117573,-2.804398,-0.020005837,-0.11056661,0.013362677,3581768,2
358,0.3690449,-0.48629326,-0.5755768,-0.035888333,-0.07819075,0.04268421,3581822,2
3366,0.57888913,0.47806773,-0.26723766,0.03313944,-0.09162979,0.008475755,3583642,1
2860,-0.5710292,0.37188363,-0.29834175,-0.013897184,-0.07147124,0.012751812,3583369,1
2367,0.84279823,0.67636704,0.46356583,0.00992656,0.008552114,-0.012904529,3583073,1
2689,0.081849575,-0.68456376,0.002651215,0.06001751,-0.020158553,-0.10514518,3583247,1
1919,-0.8326191,-0.20447794,0.38987827,0.019700404,0.1337795,-0.5803983,3582754,0
316,-0.42821503,-0.40514922,0.2510023,0.034972034,0.09773844,0.042073343,3581800,2
889,0.15241456,1.7383956,2.039012,-0.09697486,-0.08002335,-0.010461068,3582109,2
654,0.77752566,0.30503777,1.6295185,-0.012675454,0.08552113,0.017638734,3581982,2
3597,-0.7356764,-0.59916836,-0.45747852,0.022143865,0.025045475,0.024969118,3583767,1
1078,-1.3442408,-1.1271638,0.0281353,0.0795652,-0.007941248,0.10865766,3582211,2
1607,0.0426147,0.5986534,1.6186886,0.031306844,0.007941248,-0.008628472,3582586,0
1237,-0.9929393,-0.43409896,0.38933182,-0.01817324,0.008552114,0.004810564,3582386,0
1173,1.17507,-0.109170526,-0.96834946,-0.033444874,0.1160644,-0.12102768,3582262,2
3433,-0.7273208,0.05396217,-0.69497967,-0.033444874,0.05131268,-0.003130684,3583678,1
3280,0.37067008,0.24848412,1.2427435,0.001985312,-0.018325957,0.017027868,3583595,1
2901,-0.41314077,0.19558373,0.7961178,0.016646078,0.019547688,-0.015347989,3583391,1
1073,-0.004305244,-2.2636948,-0.684885,-0.030390546,-0.17959438,-0.054443367,3582208,2
1654,0.9814055,1.1972463,-0.37460423,-0.08903361,-0.1740966,-0.14851661,3582611,0
2234,0.88368845,-1.2823536,0.5941324,0.018478673,-0.18997909,-0.07765625,3582924,0
1466,-0.9390771,-0.4994235,1.296217,0.029474247,-0.12339478,0.14347698,3582509,0
1806,-2.1317067,-0.17987406,-0.51000404,0.05757405,0.13927728,0.2925281,3582693,0
3549,-0.2341901,-0.6840519,0.32564163,-0.056046885,-0.054367006,-0.025732698,3583741,1
218,-0.4524958,0.18226802,-1.2338619,-0.003512475,-0.040317107,-0.012904529,3581747,2
2094,0.61726785,-0.366756,0.67668056,0.003207043,-0.11301007,-0.021456642,3582849,0
1726,2.1075618,2.0744264,-1.8119493,-0.10064005,-0.040317107,-0.13568844,3582650,0
1934,-0.44805777,0.42537573,-4.188234,0.028863383,-0.19730948,0.3664428,3582762,0
1451,-0.19219148,-0.86224484,1.0449991,-0.007788532,0.004276057,0.008475755,3582501,0
1621,0.32004356,-0.26169434,-0.53144836,0.032528576,-0.010995574,0.007254025,3582593,0
3547,0.96589303,-0.43110767,-0.18885994,0.019089539,-0.039095376,-0.17967074,3583740,1
1669,1.1263778,-0.83935595,-0.14956665,0.012980887,0.003054326,-0.001908954,3582619,0
2413,0.7289984,2.0124066,1.8940277,0.11927144,0.22479841,0.102549,3583098,1
1620,-0.011338949,-0.684665,0.8607416,0.081397794,0.06352998,-0.014737124,3582593,0
3486,-1.4849155,-1.4517559,-0.2352848,0.14920384,0.25778514,-0.01779145,3583707,1
261,-1.1152251,0.61241245,1.9047852,-0.06582073,0.017104227,0.04024075,3581770,2
3621,1.587379,0.58306736,0.086351395,-0.029168816,-0.19181168,-0.1961641,3583780,1
940,-1.3046564,0.894517,-0.3625164,0.005039638,0.07086037,0.11904237,3582137,2
2920,0.101570845,0.22634551,-0.26942253,-0.046883907,0.08002335,0.02313652,3583401,1
2788,0.95557094,0.9329562,1.4623022,0.023365596,-0.28955013,-0.09476047,3583301,1
3642,-0.34942317,0.06726074,0.3943677,-0.13240504,0.020158553,-0.00496328,3583791,1
2053,-0.3632195,0.48835915,-0.009586334,0.06429356,0.03848451,0.00908662,3582826,0
460,-0.04516661,0.3165699,0.40484715,-0.012675454,-0.036651913,0.010308351,3581877,2
1871,1.9354334,0.17136176,-1.3504047,-0.09392053,-0.6102544,-0.03733914,3582728,0
362,0.32245183,1.2059914,0.009819031,0.006872234,-0.021380283,-0.019013181,3581824,2
